PARCEL_ID	FULLTEXT	TYPE	TOWN	PLAT	BLOCK	LOT	BLM	RANGE	TOWNSHIP	SECTION	PART	DESCRIP	AREA
6848	Nauvoo:Nauvoo:67:2::Commence center of old State Road; 30 feet South of Southwest corner said Lot; North 12 feet; East length of Lot; South 12 feet to center old State Road; West to beginning.	town	Nauvoo	Nauvoo	67	2						Commence center of old State Road; 30 feet South of Southwest corner said Lot; North 12 feet; East length of Lot; South 12 feet to center old State Road; West to beginning.	
6849	Nauvoo:Nauvoo:106:3::	town	Nauvoo	Nauvoo	106	3							
6850	Nauvoo:Nauvoo:125:2:South/2 North/2:	town	Nauvoo	Nauvoo	125	2					South/2 North/2		
6851	Northwest/4 Northeast/4  S25 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	25	Northwest/4 Northeast/4 		40
6852	Northwest/4  S9 T6 North R8 West 4th PM: Commence Southeast corner Northwest/4 Section 9; North 81 Rods; West 49 1/3 Rods; South 81 Rods; East 49 1/3 Rods to beginning. 	plss					4th PM	8 West	6 North	9	Northwest/4 	Commence Southeast corner Northwest/4 Section 9; North 81 Rods; West 49 1/3 Rods; South 81 Rods; East 49 1/3 Rods to beginning. 	25
6853	Part Southeast corner S8 T6 North R8 West 4th PM: Commence 47 Rods North of Southeast corner; North 47 Rods; West 34 Rods; South 47 Rods; East 34 Rods to beginning.	plss					4th PM	8 West	6 North	8	Part Southeast corner	Commence 47 Rods North of Southeast corner; North 47 Rods; West 34 Rods; South 47 Rods; East 34 Rods to beginning.	10
6854	North end East/2 Northwest/4 S12 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	12	North end East/2 Northwest/4		50
6855	Nauvoo:Nauvoo:146:1::	town	Nauvoo	Nauvoo	146	1							
6856	Southeast/4 S5 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	5	Southeast/4		160
6857	Nauvoo:Nauvoo:143:4:East/2:	town	Nauvoo	Nauvoo	143	4					East/2		
6858	Nauvoo:Nauvoo:160:2 and fractional 3::	town	Nauvoo	Nauvoo	160	2 and fractional 3							
6859	Nauvoo:Nauvoo:146:3::Commence Southeast corner Lot 3; West 48 feet; North 5 ½ Rods; West 6 Rods; South 5 ½ Rods; West 51 feet to Southwest corner; North to Northwest corner; East to Northeast corner; South to beginning	town	Nauvoo	Nauvoo	146	3						Commence Southeast corner Lot 3; West 48 feet; North 5 ½ Rods; West 6 Rods; South 5 ½ Rods; West 51 feet to Southwest corner; North to Northwest corner; East to Northeast corner; South to beginning	
6860	Nauvoo:Nauvoo:117:2::	town	Nauvoo	Nauvoo	117	2							
6861	Nauvoo:Hyrum Smith:10:1::	town	Nauvoo	Hyrum Smith	10	1							
6862	Nauvoo:Hyrum Smith:11:3 ::Beginning at a post North 46 degrees East 176 links from Northeast corner of Southeast/4 Section 36, Township 7 North, Range 9 West (would appear to be Section 35); East 12 Rods; North11 Rods; West 12 Rods; South 11 Rods to beginning.	town	Nauvoo	Hyrum Smith	11	3 						Beginning at a post North 46 degrees East 176 links from Northeast corner of Southeast/4 Section 36, Township 7 North, Range 9 West (would appear to be Section 35); East 12 Rods; North11 Rods; West 12 Rods; South 11 Rods to beginning.	
6863	Nauvoo:Nauvoo:145:2::	town	Nauvoo	Nauvoo	145	2							
6864	Nauvoo:Nauvoo:139:1:Northeast/4:	town	Nauvoo	Nauvoo	139	1					Northeast/4		
6865	Nauvoo:Nauvoo:108:2::Commence 50 feet South of Northwest corner; thence South 49 feet 9 inches; East 115 feet 3 inches; North 99 feet 9 inches; West 65 feet 3 inches; South 50 feet; West 50 feet to beginning; being a quarter of said Lot	town	Nauvoo	Nauvoo	108	2						Commence 50 feet South of Northwest corner; thence South 49 feet 9 inches; East 115 feet 3 inches; North 99 feet 9 inches; West 65 feet 3 inches; South 50 feet; West 50 feet to beginning; being a quarter of said Lot	
6866	Nauvoo:Nauvoo:159:West/2 front 4::	town	Nauvoo	Nauvoo	159	West/2 front 4							
6867	Nauvoo:Nauvoo:126:4:South/4:	town	Nauvoo	Nauvoo	126	4					South/4		
6868	Nauvoo:Nauvoo:124:2::	town	Nauvoo	Nauvoo	124	2							
6869	Nauvoo:Nauvoo:107:3::	town	Nauvoo	Nauvoo	107	3							
6870	Nauvoo:Nauvoo:107:3::	town	Nauvoo	Nauvoo	107	3							
6871	Nauvoo:Nauvoo:94:4::	town	Nauvoo	Nauvoo	94	4							
6872	East end South/2 Northwest/4 S36 T7 North R9 West 4th PM: Part of 10 Acres deeded by Hyrum Smith to Hannah A. M. Smith; Commence Northwest corner; West 20 Rods; South 29 Rods; East 20 Rods; North 29 Rods to beginning (4 Acres off East end of South/2 Northwest/4 Section 36).	plss					4th PM	9 West	7 North	36	East end South/2 Northwest/4	Part of 10 Acres deeded by Hyrum Smith to Hannah A. M. Smith; Commence Northwest corner; West 20 Rods; South 29 Rods; East 20 Rods; North 29 Rods to beginning (4 Acres off East end of South/2 Northwest/4 Section 36).	4
6873	South/2 Southwest/4 S31 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	31	South/2 Southwest/4		
6874	Southwest/4 Southeast/4 S31 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	31	Southwest/4 Southeast/4		
6875	Southeast/4 Northwest/4 and Northeast/4 Southwest/4 S14 T5 North R5 West 4th PM: 	plss					4th PM	5 West	5 North	14	Southeast/4 Northwest/4 and Northeast/4 Southwest/4		80
6876	Nauvoo:Nauvoo:108:2::Southwest corner and East Part Lot 2	town	Nauvoo	Nauvoo	108	2						Southwest corner and East Part Lot 2	
6877	Northeast/4 Northwest/4 S29 T7 North R5 West 4th PM: 	plss					4th PM	5 West	7 North	29	Northeast/4 Northwest/4		40
6878	Southwest/4 Northeast/4 S3 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	3	Southwest/4 Northeast/4		40
6879	Nauvoo:Wells:28:1::	town	Nauvoo	Wells	28	1							
6880	Nauvoo:Kimball:2:75::Commence center Mulholland and Warsaw streets; North to center Knight Street; West to West line Lot 75; South to center Mulholland Street; East to beginning.	town	Nauvoo	Kimball	2	75						Commence center Mulholland and Warsaw streets; North to center Knight Street; West to West line Lot 75; South to center Mulholland Street; East to beginning.	
6881	Nauvoo:Worthington:4:3::Commence Southwest corner Lot 3; North 90 feet 6 inches; East 115 feet 6 inches; South 90 feet 6 inches; West 115 feet 6 inches to beginning.	town	Nauvoo	Worthington	4	3						Commence Southwest corner Lot 3; North 90 feet 6 inches; East 115 feet 6 inches; South 90 feet 6 inches; West 115 feet 6 inches to beginning.	
6882	Nauvoo:Worthington:4:3::Commence Southwest corner said Lot; North 90 feet 6 inches; East 115 feet 6 inches; South 90 feet 6 inches; West 115 feet 6 inches to beginning.	town	Nauvoo	Worthington	4	3						Commence Southwest corner said Lot; North 90 feet 6 inches; East 115 feet 6 inches; South 90 feet 6 inches; West 115 feet 6 inches to beginning.	
6883	Nauvoo:Kimball:2:72::Commence 92 feet 4 inches from Southeast corner Lot 72; North 7 Rods to Mulholland Street; West 33 feet; South 7 Rods; East 33 feet to beginning.	town	Nauvoo	Kimball	2	72						Commence 92 feet 4 inches from Southeast corner Lot 72; North 7 Rods to Mulholland Street; West 33 feet; South 7 Rods; East 33 feet to beginning.	
6884	Nauvoo:Commerce:20:3::	town	Nauvoo	Commerce	20	3							
6885	Southeast Part Northwest/4 S18 T6 North R8 West 4th PM: Complicated Description.	plss					4th PM	8 West	6 North	18	Southeast Part Northwest/4	Complicated Description.	41.30
6886	Nauvoo:Kimball:1:81 ::1 Acre lying in extreme Northeast corner Lot 81; measuring 16 Rods West form Northeast corner; on North boundary line; South 10 Rods (but see sold 1846 bounded South by Carlos Street).	town	Nauvoo	Kimball	1	81 						1 Acre lying in extreme Northeast corner Lot 81; measuring 16 Rods West form Northeast corner; on North boundary line; South 10 Rods (but see sold 1846 bounded South by Carlos Street).	
6887	Nauvoo:Kimball:1:81 :South/2:	town	Nauvoo	Kimball	1	81 					South/2		2.5
6888	Nauvoo:Nauvoo:90:1::	town	Nauvoo	Nauvoo	90	1							
6889	Southwest/4 S21 T7 North R5 West 4th PM: Beginning Southeast corner land formerly owned by Edward A. Deming on North side of road LaHarpe to Nauvoo; North 40 Rods; East 20 Rods; South 40 Rods; West 20 Rods to beginning (5 Acres). Also on South side said road; Beginning 30 Rods East of Northeast corner said Demings land; South 16 Rods; East 10 Rods; North 16 Rods; West 10 Rods to beginning (1 Acre).	plss					4th PM	5 West	7 North	21	Southwest/4	Beginning Southeast corner land formerly owned by Edward A. Deming on North side of road LaHarpe to Nauvoo; North 40 Rods; East 20 Rods; South 40 Rods; West 20 Rods to beginning (5 Acres). Also on South side said road; Beginning 30 Rods East of Northeast corner said Demings land; South 16 Rods; East 10 Rods; North 16 Rods; West 10 Rods to beginning (1 Acre).	6
6890	Part Southwest S17 T7 North R5 West 4th PM: Beginning Northwest corner of East/2 of Southwest/4 Section 17; South 80 Rods to Northwest corner Joseph D. Nudd land; East 40; North 80 Rods; West 40 Rods to beginning.	plss					4th PM	5 West	7 North	17	Part Southwest	Beginning Northwest corner of East/2 of Southwest/4 Section 17; South 80 Rods to Northwest corner Joseph D. Nudd land; East 40; North 80 Rods; West 40 Rods to beginning.	20
6891	La Harpe:La Harpe:22:1::	town	La Harpe	La Harpe	22	1							
6892	La Harpe:La Harpe:21:All::	town	La Harpe	La Harpe	21	All							
6893	Northwest/4 S17 T7 North R5 West 4th PM: 	plss					4th PM	5 West	7 North	17	Northwest/4		160
6894	Southeast/4 S25 T7 North R8 West 4th PM: Commence Northeast corner Lot 2; South 10 chains; West 20 chains; North 10 chains; East 20 chains to beginning.	plss					4th PM	8 West	7 North	25	Southeast/4	Commence Northeast corner Lot 2; South 10 chains; West 20 chains; North 10 chains; East 20 chains to beginning.	20
6895	Part Southeast S25 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	25	Part Southeast		100
6896	Nauvoo:Kimball:3:4 and 5::	town	Nauvoo	Kimball	3	4 and 5							
6897	Plymouth:Plymouth:10:5::	town	Plymouth	Plymouth	10	5							
6898	Southwest/4 S8 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	8	Southwest/4		9.55
6899	Nauvoo:Kimball:2:58::Beginning on West line; 36 Rods South of Northwest corner; South 36 Rods; East to East line; North 36 Rods; West to beginning.	town	Nauvoo	Kimball	2	58						Beginning on West line; 36 Rods South of Northwest corner; South 36 Rods; East to East line; North 36 Rods; West to beginning.	5 1/2
6900	Nauvoo:Kimball:2:73::Beginning Southeast corner Lot 73; North 8 1/2 Rods to center Mulholland Street; West 36 feet; South 8 1/2 Rods; East 36 feet to beginning.	town	Nauvoo	Kimball	2	73						Beginning Southeast corner Lot 73; North 8 1/2 Rods to center Mulholland Street; West 36 feet; South 8 1/2 Rods; East 36 feet to beginning.	
6901	Nauvoo:Kimball:2:59::Commence 24 Rods South from Northwest corner said Lot; East 7 Rods 14 feet; South 28 feet; West 7 Rods 14 feet; North to beginning.	town	Nauvoo	Kimball	2	59						Commence 24 Rods South from Northwest corner said Lot; East 7 Rods 14 feet; South 28 feet; West 7 Rods 14 feet; North to beginning.	
6902	Nauvoo:Herringshaw and Thompson Second:11:1::	town	Nauvoo	Herringshaw and Thompson Second	11	1							
6903	Nauvoo:Kimball:2:70::Commence Northeast corner Young and Arlington Street; East 2 Rods 5 feet; North 6 Rods 13 feet 10 inches; West 2 Rods 5 feet; South 6 Rods 13 feet 10 inches to beginning.	town	Nauvoo	Kimball	2	70						Commence Northeast corner Young and Arlington Street; East 2 Rods 5 feet; North 6 Rods 13 feet 10 inches; West 2 Rods 5 feet; South 6 Rods 13 feet 10 inches to beginning.	
6904	Nauvoo:Kimball:2:57::Beginning Northeast corner Lot 57; South on East line 16 ½ Rods; West 8 ½ Rods; North 16 ½ Rods; East 8 ½ Rods to beginning.	town	Nauvoo	Kimball	2	57						Beginning Northeast corner Lot 57; South on East line 16 ½ Rods; West 8 ½ Rods; North 16 ½ Rods; East 8 ½ Rods to beginning.	
6905	West/2 Northwest/4 S6 T4 North R7 West 4th PM: 	plss					4th PM	7 West	4 North	6	West/2 Northwest/4		58.67
6906	East/2 Northwest/4 S6 T4 North R7 West 4th PM: 	plss					4th PM	7 West	4 North	6	East/2 Northwest/4		58.66
6907	East/2 Southwest/4 S31 T5 North R7 West 4th PM: 	plss					4th PM	7 West	5 North	31	East/2 Southwest/4		62.36
6908	Nauvoo:Kimball:6:25::	town	Nauvoo	Kimball	6	25							
6909	Northwest/4 Southwest/4  S17 T7 North R7 West 4th PM: 	plss					4th PM	7 West	7 North	17	Northwest/4 Southwest/4 		40
6910	Nauvoo:Nauvoo:125:4::Commence 33 feet East from Southwest corner Lot 4; North 90 feet; East 30 feet; South 90 feet; West 30 feet to beginning.	town	Nauvoo	Nauvoo	125	4						Commence 33 feet East from Southwest corner Lot 4; North 90 feet; East 30 feet; South 90 feet; West 30 feet to beginning.	
6911	Nauvoo:Nauvoo:127:4::	town	Nauvoo	Nauvoo	127	4							
6912	Nauvoo:Nauvoo:125:4::Commence Southeast corner Lot 4; West 75 feet; North 90 feet; East 75 feet; South 90 feet to beginning.	town	Nauvoo	Nauvoo	125	4						Commence Southeast corner Lot 4; West 75 feet; North 90 feet; East 75 feet; South 90 feet to beginning.	
6913	Nauvoo:Nauvoo:125:4::Commence 63 feet East of Southwest corner; North 90 feet; East 30 feet; South 90 feet; West 30 feet to beginning.	town	Nauvoo	Nauvoo	125	4						Commence 63 feet East of Southwest corner; North 90 feet; East 30 feet; South 90 feet; West 30 feet to beginning.	
6914	Nauvoo:Nauvoo:100:1:Southeast/4:	town	Nauvoo	Nauvoo	100	1					Southeast/4		
6915	Northwest/4 S31 T3 North R8 West 4th PM: Beginning Southeast corner Jacob Dooley Lot; East on South line of Northwest/4 Section 31; East 24 Rods; North 20 Rods; West 24 Rods; South 20 Rods to beginning.	plss					4th PM	8 West	3 North	31	Northwest/4	Beginning Southeast corner Jacob Dooley Lot; East on South line of Northwest/4 Section 31; East 24 Rods; North 20 Rods; West 24 Rods; South 20 Rods to beginning.	
6916	3/8 Southwest/2 Southwest/4 S12 T6 North R5 West 4th PM: Beginning West line Section 12; 100 Rods North of Southwest corner; North 60 Rods; East 80 Rods; South 60 Rods; West to beginning.	plss					4th PM	5 West	6 North	12	3/8 Southwest/2 Southwest/4	Beginning West line Section 12; 100 Rods North of Southwest corner; North 60 Rods; East 80 Rods; South 60 Rods; West to beginning.	30
6917	Nauvoo:Kimball:3:1::All between White Street and Church property (1852 taxes).	town	Nauvoo	Kimball	3	1						All between White Street and Church property (1852 taxes).	
6918	Nauvoo:Kimball:3:1::Commence Southeast corner Lot 1; running West to Southwest corner; North 15 Rods; East to East line; South 15 Rods to beginning.	town	Nauvoo	Kimball	3	1						Commence Southeast corner Lot 1; running West to Southwest corner; North 15 Rods; East to East line; South 15 Rods to beginning.	
6919	5/8 of Southwest/2 Southwest/4 S12 T6 North R5 West 4th PM: Tract boundaries; beginning Southeast corner said Southwest/2 of Southwest/4 Section 12; North 100 Rods; West 80 Rods to West line said Section 12; South 100 Rods to Southwest corner said Section; East 80 Rods to beginning.	plss					4th PM	5 West	6 North	12	5/8 of Southwest/2 Southwest/4	Tract boundaries; beginning Southeast corner said Southwest/2 of Southwest/4 Section 12; North 100 Rods; West 80 Rods to West line said Section 12; South 100 Rods to Southwest corner said Section; East 80 Rods to beginning.	
6920	Nauvoo:Nauvoo:82:2::	town	Nauvoo	Nauvoo	82	2							
6921	Southeast/4 S4 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	4	Southeast/4		160
6922	Nauvoo:Nauvoo:140:2::	town	Nauvoo	Nauvoo	140	2							
6923	East/2 Southeast/4  S11 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	11	East/2 Southeast/4 		80
6924	Nauvoo:Wells:26:::Commence on Mulholland Street directly West of M. Jayo Lot; running South 11 Rods; West 20 feet; North 11 Rods to Mulholland Street; East 20 feet to beginning; being Lot occupied on formerly by Ira S. Miles and known as the Drug Store first and latterly as the Meat market occupied by Ralt and Flack and sitting on South side Mulholland Street, 3rd Block East of Temple Block.	town	Nauvoo	Wells	26							Commence on Mulholland Street directly West of M. Jayo Lot; running South 11 Rods; West 20 feet; North 11 Rods to Mulholland Street; East 20 feet to beginning; being Lot occupied on formerly by Ira S. Miles and known as the Drug Store first and latterly as the Meat market occupied by Ralt and Flack and sitting on South side Mulholland Street, 3rd Block East of Temple Block.	
6925	Nauvoo:Wells:19:2::	town	Nauvoo	Wells	19	2							
6926	Nauvoo:Nauvoo:120:3::	town	Nauvoo	Nauvoo	120	3							
6927	Nauvoo:Kimball:3:15 and 16:South 3/4:	town	Nauvoo	Kimball	3	15 and 16					South 3/4		
6928	Nauvoo:Warrington:35:4::	town	Nauvoo	Warrington	35	4							
6929	Nauvoo:Warrington:35:1::	town	Nauvoo	Warrington	35	1							
6930	Nauvoo:Warrington:38:1::	town	Nauvoo	Warrington	38	1							
6931	Nauvoo:Warrington:34:2::Brick house and Lot of one acre; same Lot conveyed by Benjamin Warrington and Sarah, wife, to Leonard Hill.	town	Nauvoo	Warrington	34	2						Brick house and Lot of one acre; same Lot conveyed by Benjamin Warrington and Sarah, wife, to Leonard Hill.	
6932	Nauvoo:Barnett:3:3 and 4::2 acres on Water Street and on the North side of said street and on Bagby Street; East and Brigham Street West.	town	Nauvoo	Barnett	3	3 and 4						2 acres on Water Street and on the North side of said street and on Bagby Street; East and Brigham Street West.	
6933	Nauvoo:Kimball:6:32::Commence Northwest corner land deeded to William Geewood; South 174 feet; East 200 feet 6 inches; North 174 feet; West 200 feet 6 inches to beginning.	town	Nauvoo	Kimball	6	32						Commence Northwest corner land deeded to William Geewood; South 174 feet; East 200 feet 6 inches; North 174 feet; West 200 feet 6 inches to beginning.	
6934	Nauvoo:Kimball Second:19:4::	town	Nauvoo	Kimball Second	19	4							
6935	Nauvoo:Wells:4:3:Factional Lot:Beginning Southwest corner Lot 3; North 95 ½ feet; East 3 Rods; South 95 ½ feet; West to beginning.	town	Nauvoo	Wells	4	3					Factional Lot	Beginning Southwest corner Lot 3; North 95 ½ feet; East 3 Rods; South 95 ½ feet; West to beginning.	
6936	Nauvoo:Wells:4:3:East/2:	town	Nauvoo	Wells	4	3					East/2		
6937	Nauvoo:Kimball Second:19:4:West/4:	town	Nauvoo	Kimball Second	19	4					West/4		
6938	Nauvoo:Wells:4:3::Beginning Southwest corner Lot 3; North 95 ½ feet; East 3 Rods; South 95 ½ feet; West to beginning.	town	Nauvoo	Wells	4	3						Beginning Southwest corner Lot 3; North 95 ½ feet; East 3 Rods; South 95 ½ feet; West to beginning.	
6939	Nauvoo:Wells:12:2::43 feet by 119 feet.	town	Nauvoo	Wells	12	2						43 feet by 119 feet.	
6940	Nauvoo:Wells:12:2:Northwest corner South/2:	town	Nauvoo	Wells	12	2					Northwest corner South/2		
6941	Nauvoo:Wells:4:3::Beginning Southwest corner Lot 3; North 95 1/2 feet; East 3 Rods; South 95 1/2 feet; West to beginning.	town	Nauvoo	Wells	4	3						Beginning Southwest corner Lot 3; North 95 1/2 feet; East 3 Rods; South 95 1/2 feet; West to beginning.	
6942	Nauvoo:Kimball Second:19:4:West/4:	town	Nauvoo	Kimball Second	19	4					West/4		
6943	Nauvoo:Wells:4:3:East/2:	town	Nauvoo	Wells	4	3					East/2		
6944	La Harpe:La Harpe:18:1:East/2:	town	La Harpe	La Harpe	18	1					East/2		
6945	East/2 Northwest/4  S12 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	12	East/2 Northwest/4 		80
6946	West/2 Northwest/4  S12 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	12	West/2 Northwest/4 		80
6947	Nauvoo:Kimball:2:72::	town	Nauvoo	Kimball	2	72							
6948	Nauvoo:Wells:12:2:West/2 East/4:1/8 part of said Lot.	town	Nauvoo	Wells	12	2					West/2 East/4	1/8 part of said Lot.	
6949	Nauvoo:Kimball:3:7::	town	Nauvoo	Kimball	3	7							2 1/2
6950	Nauvoo:Kimball:3:7::	town	Nauvoo	Kimball	3	7							
6951	Nauvoo:Spears:2:1 and 4::	town	Nauvoo	Spears	2	1 and 4							
6952	Nauvoo:Spears:2:3:West/2 East/2:	town	Nauvoo	Spears	2	3					West/2 East/2		
6953	Nauvoo:Spears:7:1:fractional Lot:	town	Nauvoo	Spears	7	1					fractional Lot		
6954	Nauvoo:Spears:1:1, 2, 3, and 4::	town	Nauvoo	Spears	1	1, 2, 3, and 4							
6955	Nauvoo:Nauvoo:134:1::	town	Nauvoo	Nauvoo	134	1							
6956	Nauvoo:Nauvoo:112:4::	town	Nauvoo	Nauvoo	112	4							
6957	Nauvoo:Nauvoo:140:4::	town	Nauvoo	Nauvoo	140	4							
6958	Nauvoo:Nauvoo:108:3:East 108 feet:	town	Nauvoo	Nauvoo	108	3					East 108 feet		
6959	Nauvoo:Nauvoo:140:3::	town	Nauvoo	Nauvoo	140	3							
6960	Nauvoo:Nauvoo:2:1::	town	Nauvoo	Nauvoo	2	1							
6961	Nauvoo:Nauvoo:2:4::	town	Nauvoo	Nauvoo	2	4							
6962	Northwest/4 S34 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	34	Northwest/4		
6963	Southeast/8 Northwest/4 S5 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	5	Southeast/8 Northwest/4		
6964	Nauvoo:Wells:11:3:South 2/3:12 Rods on Knight Street; 7 1/3 Rods on Back Street.	town	Nauvoo	Wells	11	3					South 2/3	12 Rods on Knight Street; 7 1/3 Rods on Back Street.	
6965	West/2 S6 T6 North R7 West 4th PM: 	plss					4th PM	7 West	6 North	6	West/2		
6966	West/2 Northeast/4 S6 T6 North R7 West 4th PM: 	plss					4th PM	7 West	6 North	6	West/2 Northeast/4		
6967	Nauvoo:Wells:11:2 and 3:1/3 Part:Extedig 12 Rods on Knight Street; 7 1/3 Rods on Back Street.	town	Nauvoo	Wells	11	2 and 3					1/3 Part	Extedig 12 Rods on Knight Street; 7 1/3 Rods on Back Street.	
6968	Nauvoo:Wells:11:2 and 3:South/3:$1,600.00	town	Nauvoo	Wells	11	2 and 3					South/3	$1,600.00	
6969	undivided half West/2 West/2 Northeast/4 S6 T6 North R7 West 4th PM: $756.00	plss					4th PM	7 West	6 North	6	undivided half West/2 West/2 Northeast/4	$756.00	115
6970	undivided half Southeast/4 S9 T6 North R7 West 4th PM: $106.00	plss					4th PM	7 West	6 North	9	undivided half Southeast/4	$106.00	
6971	Nauvoo:Wells:11:2 and 3::Central 1/3 Part of Lots 2 and 3 on central 1/3 Part West half of Block 11; (Contains 88 Rods); extending 7 1/3 Rods on Back Street and 12 Rods each.	town	Nauvoo	Wells	11	2 and 3						Central 1/3 Part of Lots 2 and 3 on central 1/3 Part West half of Block 11; (Contains 88 Rods); extending 7 1/3 Rods on Back Street and 12 Rods each.	
6972	Southeast/4 S9 T6 North R7 West 4th PM: 	plss					4th PM	7 West	6 North	9	Southeast/4		
6973	Nauvoo:Wells:11:2 and 3:central 1/3 Part:Know as central 1/3 Part of West half of Block 11.	town	Nauvoo	Wells	11	2 and 3					central 1/3 Part	Know as central 1/3 Part of West half of Block 11.	
6974	Northwest/4 S34 T7 North R7 West 4th PM: 	plss					4th PM	7 West	7 North	34	Northwest/4		160
6975	Nauvoo:Wells:5:4::West/2 of East/2 fractional Lot 4.	town	Nauvoo	Wells	5	4						West/2 of East/2 fractional Lot 4.	
6976	1/3 of undivided 1/2 Northwest fractional quarter S2 T6 North R9 West 4th PM: Excepting 9 Lots in which has no interest; and except Lot 3, Block 19, Lot 2, Block 20, Village of Commerce.	plss					4th PM	9 West	6 North	2	1/3 of undivided 1/2 Northwest fractional quarter	Excepting 9 Lots in which has no interest; and except Lot 3, Block 19, Lot 2, Block 20, Village of Commerce.	120
6977	Nauvoo:Wells:17:1:East/2:Waats South/2 except 30 feet off South side.	town	Nauvoo	Wells	17	1					East/2	Waats South/2 except 30 feet off South side.	
6978	Nauvoo:Wells:8:4::	town	Nauvoo	Wells	8	4							
6979	Nauvoo:Wells:8:1:South/3:	town	Nauvoo	Wells	8	1					South/3		
6980	West/2 Southwest/4 S12 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	12	West/2 Southwest/4		
6981	Northeast Southwest S3 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	3	Northeast Southwest		40
6982	South/2 Southeast/4 Southeast/4 S28 T7 North R5 West 4th PM: 	plss					4th PM	5 West	7 North	28	South/2 Southeast/4 Southeast/4		
6983	Nauvoo:Nauvoo:119:3:South undivided third part:	town	Nauvoo	Nauvoo	119	3					South undivided third part		
6984	Nauvoo:Nauvoo:119:3:South/3:	town	Nauvoo	Nauvoo	119	3					South/3		
6985	Nauvoo:Kimball:2:27 ::Commence 130 feet East of Northwest corner Lot 27; West 30 feet bounded on North on Mulholland Street; South 127 on 128 feet to Southe boundary said Lot; East 30 feet; North 127-128 feet to Mulholland Street on beginning.	town	Nauvoo	Kimball	2	27 						Commence 130 feet East of Northwest corner Lot 27; West 30 feet bounded on North on Mulholland Street; South 127 on 128 feet to Southe boundary said Lot; East 30 feet; North 127-128 feet to Mulholland Street on beginning.	
6986	Part Southeast/4 S29 T3 North R8 West 4th PM: Commence West 88 Rods from Northeast corner said quarter; West 72 Rods to corner of quarter; South 26 Rods to the road; thence running on road 77 Rods and 13 feet to beginning.	plss					4th PM	8 West	3 North	29	Part Southeast/4	Commence West 88 Rods from Northeast corner said quarter; West 72 Rods to corner of quarter; South 26 Rods to the road; thence running on road 77 Rods and 13 feet to beginning.	8
6987	Part Southeast S5 T6 North R8 West 4th PM: Part East/2 Southeast/ Southeast/4 Section 5; Commence Southeast corner said quarter; North 80, West 40, South 80, East 40 to beginning	plss					4th PM	8 West	6 North	5	Part Southeast	Part East/2 Southeast/ Southeast/4 Section 5; Commence Southeast corner said quarter; North 80, West 40, South 80, East 40 to beginning	
6988	Nauvoo:Nauvoo:116:4::	town	Nauvoo	Nauvoo	116	4							
6989	Nauvoo:Nauvoo:112:1 and 2::	town	Nauvoo	Nauvoo	112	1 and 2							
6990	Nauvoo:Nauvoo:154:2:West/2:	town	Nauvoo	Nauvoo	154	2					West/2		
6991	Nauvoo:Nauvoo:113:1, 2, 3, and 4::	town	Nauvoo	Nauvoo	113	1, 2, 3, and 4							
6992	Nauvoo:Nauvoo:114:1, 2, 3, and 4::	town	Nauvoo	Nauvoo	114	1, 2, 3, and 4							
6993	Nauvoo:Nauvoo:115:1, 2, 3, and 4::	town	Nauvoo	Nauvoo	115	1, 2, 3, and 4							
6994	Nauvoo:Wells:9:3::	town	Nauvoo	Wells	9	3							
6995	Nauvoo:Kimball::53::Beginning 13 Rods 7 feet 6 inches North of Southwest corner Lot 53; East 94 feet 6 inches; South 40 feet; West 94 feet 6 inches, North to beginning.	town	Nauvoo	Kimball		53						Beginning 13 Rods 7 feet 6 inches North of Southwest corner Lot 53; East 94 feet 6 inches; South 40 feet; West 94 feet 6 inches, North to beginning.	
6996	Nauvoo:Nauvoo:125:2:North/2 North/2:	town	Nauvoo	Nauvoo	125	2					North/2 North/2		
6997	Part Southwest/4 S32 T7 North R8 West 4th PM: Beginning Northwest corner said Lot; South by land of Ezekiel Kellog 14 Rods; East by land of Charles Bird and said Harriman far enough to make 1.5 Acres; North 14 Rods to center line said Section; West to beginning.	plss					4th PM	8 West	7 North	32	Part Southwest/4	Beginning Northwest corner said Lot; South by land of Ezekiel Kellog 14 Rods; East by land of Charles Bird and said Harriman far enough to make 1.5 Acres; North 14 Rods to center line said Section; West to beginning.	1.5
